ID,PHASE,TASK,REQUIREMENT,SOURCE_SECTION,CURRENT_IMPLEMENTATION,CURRENT_TEST,CURRENT_EVIDENCE,EXACT_SHA,STATUS,APPLICABLE_TO_CURRENT_RELEASE,SUPERSESSION,BLOCKER_TYPE,NEXT_ACTION,CATEGORY
G06,G06,Recovery/account lifecycle,Password recovery delivery/retry/bounce,nur-gate.sh gate_G06_RECOVERY,Internal recovery tests pass; production delivery external,EXTERNAL_BLOCKED,YES,EXTERNAL,Retain local PASS and external provider hold,EXTERNAL,,,,
G07,G07,Mind/Brain/Agentend,"Intelligence, evaluation corpus, tools, full-chain runtime",nur-gate.sh gate_G07_INTELLIGENCE,Current D-G/Addendum tests cover many seams; full loop exact-main proof pending,PASS-CANDIDATE,YES,ALREADY_PROVEN,Run exact-main D-G and loop proofs,EVIDENCE,,,,
G08,G08,Billing/entitlement,"Billing tests, provider test mode, V197 UI",nur-gate.sh gate_G08_REVENUE,Billing provider/UI explicitly skipped by old gate,EXTERNAL_BLOCKED,YES,EXTERNAL,Keep provider/UI disposition explicit,EXTERNAL,,,,
G09,G09,Glow/progression,"Glow tests, abuse, leaderboards, delivery, experiments",nur-gate.sh gate_G09_GLOW,Bounded Glow exists; abuse/leaderboard/delivery/experiments skipped,PARTIAL,YES,CURRENT_REQUIREMENT,Audit current applicable Glow scope,INTERNAL,,,,
G1,G,Prediction and outcome reconciliation,Prediction and outcome reconciliation,MANUS_COMPLETION_LEDGER.csv,apps/api/app/tests/test_omega.py; apps/api/app/cognition/provenance.py,184 D–G tests passed,Omega tests prove outcomes contradict predictions and weaken claims,d012c5429bd035deb8a89b7fe19deb49c111356c,PASS-CANDIDATE,YES,,NONE,None,IMPLEMENTATION
G10,G10,Systems/Universe,Systems API/browser and per-system vertical slice,nur-gate.sh gate_G10_SYSTEMS,Current V197 Systems/Omega proofs exist; seven-system legacy assumption may be stale,PASS-CANDIDATE,YES,SUPERSEDED,Reconcile against current six-System authority,EVIDENCE,,,,
G11,G11,Localization/RTL,"Translations, 35 locale slots, extraction and review",nur-gate.sh gate_G11_LANGUAGE,Old gate explicitly marks human review and locale completeness missing,EXTERNAL_BLOCKED,YES,EXTERNAL,Retain human-review hold; run deterministic diagnostics,EXTERNAL,,,,
G12,G12,Community,"Community tests/browser, realtime, feed, anti-abuse",nur-gate.sh gate_G12_COMMUNITY,Core bounded community passes; realtime/feed/anti-abuse skipped,PARTIAL,YES,CURRENT_REQUIREMENT,Audit current route scope and remaining gaps,INTERNAL,,,,
G13,G13,Group Research,"Group research tests, live fetch, expert module",nur-gate.sh gate_G13_GROUP_RESEARCH,Local V5 Research contract is canonical; live fetch remains external,EXTERNAL_BLOCKED,YES,SUPERSEDED,Document local-only authority and external fetch hold,EXTERNAL,,,,
G14,G14,Projects/Files/Agents/Capsules/Omega,"Project, storage, capsules, bounded agents and recovery",nur-gate.sh gate_G14_PROJECTS,Core tests exist; owner capsule UI and broader agent runtime need current proof,PARTIAL,YES,CURRENT_REQUIREMENT,Run exact-main project/capsule/agent matrix,INTERNAL,,,,
G15,G15,Ops/observability/backup/restore/recovery,"Ops tests, staging, restore drill, privacy center",nur-gate.sh gate_G15_SCALE_OPS,Old gate requires staging and measured restore; no exact-main receipt yet,NOT_PROVEN,YES,CURRENT_REQUIREMENT,Run isolated backup/restore/crash and classify staging external,INTERNAL,,,,
G16,G16,Exact release artifact/fresh extract,"All gates pass, package, verifier, SBOM, status ledger",nur-gate.sh gate_G16_FULL_RELEASE,Old gate waits for exact candidate; final main package not produced,NOT_PROVEN,YES,CURRENT_REQUIREMENT,Complete exact-main artifact after gates,RELEASE,,,,
G2,G,Belief change candidate,Belief change candidate,MANUS_COMPLETION_LEDGER.csv,contest,correction,Belief support,and model-generated claim review paths are covered,NOT_PROVEN,YES,,184 D–G tests passed,184 D–G tests passed,IMPLEMENTATION
G3,G,WhyChanged linkage,WhyChanged linkage,MANUS_COMPLETION_LEDGER.csv,evidence edges,rollback target,WhyChanged records typed change class,and superseded chain,NOT_PROVEN,YES,,184 D–G tests passed,184 D–G tests passed,IMPLEMENTATION
G4,G,Memory candidate effect proof,Memory candidate effect proof,MANUS_COMPLETION_LEDGER.csv,apps/api/app/cognition/memory_candidate_service.py; apps/api/app/tests/test_hardness_e2e.py; apps/api/app/tests/test_cognition.py,184 D–G tests passed,Memory candidate and owner correction/effect linkage are covered by cognition and learning suites,d012c5429bd035deb8a89b7fe19deb49c111356c,PASS-CANDIDATE,YES,,NONE,None,IMPLEMENTATION
G5,G,Hardness signal ingestion,Hardness signal ingestion,MANUS_COMPLETION_LEDGER.csv,retry idempotency,recurrence,Correction,184 D–G tests passed,NOT_PROVEN,YES,,apps/api/app/tests/test_hardness_db_rls.py; apps/api/app/tests/test_hardness_e2e.py,apps/api/app/tests/test_hardness_db_rls.py; apps/api/app/tests/test_hardness_e2e.py,IMPLEMENTATION
G6,G,Held-out and shadow evaluation,Held-out and shadow evaluation,MANUS_COMPLETION_LEDGER.csv,apps/api/app/brain/evaluation.py; apps/api/app/tests/test_brain_semantic_addendum.py,7 semantic tests passed including real default evaluation runner with held-out and shadow promotion,Default evaluation runner produces auditable held-out and shadow reports from real bounded semantic components; EvaluationGate blocks failures and promotes only exact-version full-rate evidence,d012c5429bd035deb8a89b7fe19deb49c111356c,PASS-CANDIDATE,YES,,NONE,None,IMPLEMENTATION
